id,title,created_at,duration,url
550787543,LIVE: OG vs Aggressive Mode | ESL Los Angeles EU Closed Qualifiers | Gareth & Lacoste,2020-02-12T12:47:23Z,2h30m42s,https://www.twitch.tv/videos/550787543
550283117,LIVE: Nigma vs OG Seed | ESL Los Angeles EU Closed Qualifiers | Gareth & Lacoste,2020-02-11T11:55:59Z,5h19m10s,https://www.twitch.tv/videos/550283117
549774782,LIVE: Nigma vs Aggressive Mode | ESL Los Angeles EU Closed Qualifiers | Gareth & Lacoste,2020-02-10T10:44:16Z,10h53m16s,https://www.twitch.tv/videos/549774782
549252591,LIVE: OG.Seed v Chicken Fighters - Bo3 | ESL Los Angeles EU Open Qualifiers | Nomad & Lacoste,2020-02-09T10:37:59Z,11h13m14s,https://www.twitch.tv/videos/549252591
548943195,LIVE: OG v TEMPO - Bo3 | ESL Los Angeles EU Open Qualifiers | Nomad & Lacoste,2020-02-08T20:37:55Z,1h11m56s,https://www.twitch.tv/videos/548943195
548765919,LIVE: OG v Team Vrkolak | ESL Los Angeles EU Open Qualifiers | Nomad & Lacoste,2020-02-08T14:36:18Z,5h50m54s,https://www.twitch.tv/videos/548765919
540203239,RERUN: Dota2 - Ninjas in Pyjamas vs. Vici Gaming - Game 1 - Group A - ESL One Birmigham 2019,2020-01-22T21:42:11Z,1h49m41s,https://www.twitch.tv/videos/540203239
540189369,RERUN: Dota2 - TNC Predator vs. OG - Game 1 - Group A - ESL One Birmingham 2019,2020-01-22T21:09:54Z,28m29s,https://www.twitch.tv/videos/540189369
539842255,RERUN: Dota2 - Vici Gaming vs. Team Liquid - Game 2 - Group A - ESL One Birmingham 2019,2020-01-22T02:53:37Z,18h9m58s,https://www.twitch.tv/videos/539842255
539475477,RERUN: Dota2 - Team Liquid vs. Gambit Esports - Game 3 - Lower Bracket - ESL One Birmingham 2019,2020-01-21T12:15:11Z,14h36m8s,https://www.twitch.tv/videos/539475477
539448715,RERUN: Dota2 - PSG.LGD vs. Vici Gaming - Game 1 - UB Semifinal - ESL One Birmingham 2019,2020-01-21T10:01:05Z,2h13m32s,https://www.twitch.tv/videos/539448715
538892114,RERUN: Dota2 - Ninjas in Pyjamas vs. Vici Gaming - Game 1 - Group A - ESL One Birmigham 2019,2020-01-20T05:54:26Z,1h23m12s,https://www.twitch.tv/videos/538892114
537426586,RERUN: Dota2 - Forward Gaming vs. Ninjas in Pyjamas - Game 1 - Group A - ESL One Birmingham 2019,2020-01-17T17:05:14Z,30m51s,https://www.twitch.tv/videos/537426586
537382274,RERUN: Dota2 - TNC Predator vs. OG - Game 2 - Group A - ESL One Birmingham 2019,2020-01-17T15:14:43Z,1h49m41s,https://www.twitch.tv/videos/537382274
536758189,RERUN: Dota2 - Team Liquid vs. Gambit Esports - Game 3 - Lower Bracket - ESL One Birmingham 2019,2020-01-16T05:47:39Z,33h20m8s,https://www.twitch.tv/videos/536758189
536314631,RERUN: Dota2 - Evil Geniuses vs. Keen Gaming - Game 1 - Group B - ESL One Birmingham 2019,2020-01-15T10:23:56Z,19h21m40s,https://www.twitch.tv/videos/536314631
536064070,RERUN: Dota2 - Team Secret vs. Keen Gaming - Game 1 - Group B - ESL One Birmingham 2019,2020-01-14T21:35:44Z,2m58s,https://www.twitch.tv/videos/536064070
536062482,RERUN: Dota2 - Alliance vs. PSG.LGD - Game 2 - Group B - ESL One Birmingham 2019,2020-01-14T21:32:12Z,2m9s,https://www.twitch.tv/videos/536062482
536044744,RERUN: Dota2 - Forward Gaming vs. Ninjas in Pyjamas - Game 2 - Group A - ESL One Birmingham 2019,2020-01-14T20:53:59Z,31m44s,https://www.twitch.tv/videos/536044744
536005760,RERUN: Dota2 - Ninjas in Pyjamas vs. Vici Gaming - Game 1 - Group A - ESL One Birmigham 2019,2020-01-14T19:33:34Z,1h19m54s,https://www.twitch.tv/videos/536005760
536004656,RERUN: Dota2 - TNC Predator vs. OG - Game 2 - Group A - ESL One Birmingham 2019,2020-01-14T19:31:19Z,1m39s,https://www.twitch.tv/videos/536004656
535340498,RERUN: Dota2 - PSG.LGD vs. Evil Geniuses - Game 1 - Upper Bracket - ESL One Birmingham 2019,2020-01-13T10:36:02Z,32h51m14s,https://www.twitch.tv/videos/535340498
534658818,RERUN: Dota2 - Team Secret vs. Keen Gaming - Game 1 - Group B - ESL One Birmingham 2019,2020-01-12T01:36:02Z,2m59s,https://www.twitch.tv/videos/534658818
534657303,RERUN: Dota2 - Alliance vs. PSG.LGD - Game 2 - Group B - ESL One Birmingham 2019,2020-01-12T01:32:41Z,2m0s,https://www.twitch.tv/videos/534657303
534641487,RERUN: Dota2 - Forward Gaming vs. Ninjas in Pyjamas - Game 2 - Group A - ESL One Birmingham 2019,2020-01-12T00:58:20Z,29m0s,https://www.twitch.tv/videos/534641487
534602917,RERUN: Dota2 - Ninjas in Pyjamas vs. Vici Gaming - Game 1 - Group A - ESL One Birmigham 2019,2020-01-11T23:31:28Z,1h17m53s,https://www.twitch.tv/videos/534602917
533773788,RERUN: Dota2 - Team Liquid vs. Gambit Esports - Game 3 - Lower Bracket - ESL One Birmingham 2019,2020-01-10T14:04:01Z,33h22m47s,https://www.twitch.tv/videos/533773788
533309970,RERUN: Dota2 - OG vs. Vici Gaming - Game 2 - Group A - ESL One Birmigham 2019,2020-01-09T15:18:19Z,22h42m45s,https://www.twitch.tv/videos/533309970
533302307,RERUN: Dota2 - Team Secret vs. Keen Gaming - Game 1 - Group B - ESL One Birmingham 2019,2020-01-09T14:55:38Z,1m14s,https://www.twitch.tv/videos/533302307
533301375,RERUN: Dota2 - Alliance vs. PSG.LGD - Game 2 - Group B - ESL One Birmingham 2019,2020-01-09T14:52:31Z,2m35s,https://www.twitch.tv/videos/533301375
533300605,RERUN: Dota2 - Alliance vs. PSG.LGD - Game 1 - Group B - ESL One Birmingham 2019,2020-01-09T14:50:04Z,1m54s,https://www.twitch.tv/videos/533300605
